city,day,maxtemp_c,mintemp_c,avgtemp_c,maxwind_kph,totalprecip_mm,avgvis_km,avghumidity,uv,text,icon
Gostyn,2020-02-03,8.4,5.5,7.6,30.2,3.4,6.8,83.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Lublin,2017-10-23,7.6,5.1,6.9,18.0,15.2,7.6,89.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Jarocin,2020-08-28,22.1,11.7,18.5,17.6,0.0,10.0,66.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2017-07-04,21.2,12.3,18.8,25.6,0.5,10.0,61.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Krotoszyn,2020-05-15,13.5,3.1,10.5,11.2,0.0,10.0,66.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Belchatow,2017-07-11,22.8,16.1,21.3,17.3,0.3,8.4,79.0,0.0,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png
Gostyn,2019-06-12,30.9,20.3,27.9,24.5,2.8,9.9,71.0,0.0,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png
Krotoszyn,2018-03-02,-5.9,-11.5,-8.1,20.2,0.0,10.0,56.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Krotoszyn,2017-03-18,7.5,2.2,5.3,30.6,7.5,6.9,88.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Krotoszyn,2018-03-17,-1.5,-5.0,-3.1,32.0,1.6,3.8,55.0,0.0,Blizzard,//cdn.weatherapi.com/weather/64x64/day/230.png
Belchatow,2020-01-09,4.1,0.5,3.7,20.5,6.9,7.5,94.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Szczecin,2019-03-11,3.6,0.2,2.6,18.7,3.4,7.0,88.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Szczecin,2017-08-26,24.2,13.7,21.0,8.6,0.0,10.0,70.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Gostyn,2019-09-07,15.1,12.4,14.0,9.7,6.2,8.3,78.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Plock,2017-05-23,21.2,9.2,18.8,9.7,0.0,10.0,67.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Pleszew,2019-10-02,15.9,8.9,13.3,21.6,6.1,9.5,82.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2018-07-05,27.2,14.8,23.7,18.7,0.2,10.0,67.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lodz,2017-01-11,-4.6,-10.0,-6.7,26.6,0.1,10.0,83.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lodz,2020-03-24,4.0,-1.4,1.7,19.4,0.0,10.0,42.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lublin,2021-01-04,3.9,0.7,2.2,10.4,0.0,8.3,86.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Pleszew,2017-10-27,11.1,7.1,10.1,25.6,5.8,8.9,84.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Wroclaw,2017-12-09,3.0,-0.5,1.3,18.7,0.2,9.4,74.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Pleszew,2018-12-16,-0.6,-2.8,-1.7,14.0,0.5,8.4,84.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Rawicz,2017-02-04,2.4,0.3,1.1,11.9,3.1,2.6,98.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Plock,2020-10-07,14.7,11.1,12.9,11.9,0.4,9.0,79.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Szczecin,2017-11-13,7.9,2.7,5.3,15.1,2.5,8.8,87.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Bialystok,2016-11-26,3.7,0.9,2.2,22.7,0.0,10.0,80.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Pleszew,2020-11-22,7.2,1.8,6.3,27.0,1.0,8.0,70.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Lublin,2018-05-15,19.7,7.0,16.6,17.6,1.3,6.8,79.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lublin,2018-10-15,19.9,9.1,15.0,13.3,0.0,10.0,55.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2019-11-29,7.8,2.8,6.0,14.0,0.8,9.9,84.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Jarocin,2019-09-08,17.3,10.9,15.2,5.8,0.0,7.8,82.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2018-09-24,12.3,6.0,10.0,31.0,29.7,8.3,81.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2017-06-22,24.2,10.1,21.6,14.4,0.3,9.9,63.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2020-01-21,3.2,0.0,1.9,24.5,0.0,10.0,75.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Krotoszyn,2018-12-22,7.2,3.3,6.1,33.5,3.1,8.9,81.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lodz,2017-03-14,8.7,1.2,6.3,10.8,0.0,10.0,69.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Plock,2017-09-09,23.5,14.0,20.3,22.7,0.0,10.0,62.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Belchatow,2020-10-29,11.2,7.6,9.8,21.2,3.6,9.8,81.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Szczecin,2019-05-19,24.4,12.3,21.2,13.0,6.8,9.3,77.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Bialystok,2017-01-04,0.6,-0.3,0.3,26.6,20.2,2.8,97.0,0.0,Moderate or heavy snow with thunder,//cdn.weatherapi.com/weather/64x64/day/395.png
Bialystok,2017-01-11,-7.7,-10.9,-9.3,20.5,0.0,8.0,95.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Szczecin,2020-03-24,6.5,-1.6,3.5,12.6,0.0,10.0,47.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Wroclaw,2018-08-11,26.1,16.9,22.4,13.0,0.3,9.4,63.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lublin,2018-08-31,23.5,16.1,20.5,12.6,0.0,10.0,70.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Bialystok,2020-07-09,18.7,9.3,16.3,15.1,2.1,8.3,81.0,0.0,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png
Kutno,2017-06-15,22.5,9.5,19.8,10.4,0.0,10.0,68.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Rawicz,2017-08-29,24.2,14.0,21.2,14.0,0.0,10.0,61.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Plock,2019-12-02,2.5,-0.2,1.5,23.8,2.0,7.0,87.0,0.0,Light snow showers,//cdn.weatherapi.com/weather/64x64/day/368.png
Szczecin,2016-11-17,8.7,7.0,8.2,16.9,1.68,7.9,95.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Gostyn,2016-11-15,3.1,-1.4,1.2,14.0,5.8,8.3,77.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Krotoszyn,2019-02-15,6.9,1.2,4.5,11.9,0.0,9.0,86.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Lodz,2021-02-10,-6.1,-11.7,-8.1,14.8,1.7,5.0,94.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Pleszew,2018-11-29,-0.4,-3.4,-1.9,30.2,0.0,10.0,50.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2019-11-21,11.0,3.9,9.8,20.9,0.1,9.3,85.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Plock,2018-11-05,14.3,7.8,10.9,15.1,0.0,10.0,90.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2019-06-09,24.6,13.9,22.0,15.5,0.0,10.0,59.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Szczecin,2019-07-01,24.5,14.7,21.2,24.8,2.6,9.9,71.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lublin,2018-07-24,26.3,17.0,23.3,22.7,21.5,8.8,82.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Lublin,2018-12-24,0.2,-1.4,-0.6,32.8,3.82,6.5,87.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Plock,2020-10-30,9.7,7.8,8.7,22.3,3.4,7.5,83.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Jarocin,2020-10-01,16.4,12.0,14.5,11.9,0.7,9.0,80.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Szczecin,2018-03-15,5.2,-0.5,2.8,20.2,0.1,10.0,75.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lublin,2017-08-07,18.1,13.3,16.6,11.9,2.6,8.9,79.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2017-05-14,20.8,9.1,18.9,10.4,0.1,10.0,67.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Jarocin,2017-11-04,10.7,4.4,8.0,19.4,0.0,10.0,83.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Bialystok,2019-08-26,26.1,14.4,22.9,13.7,0.0,10.0,68.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Wroclaw,2019-11-13,5.3,3.8,4.8,23.8,11.7,7.8,95.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Kutno,2019-11-03,14.2,7.9,11.7,19.4,0.3,10.0,80.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2017-10-24,6.7,1.1,3.8,14.8,0.0,10.0,72.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Bialystok,2017-10-31,4.9,1.9,3.7,30.6,4.0,3.8,75.0,0.0,Light sleet showers,//cdn.weatherapi.com/weather/64x64/day/362.png
Szczecin,2019-01-09,4.4,3.2,4.0,26.6,10.6,7.1,85.0,0.0,Light sleet,//cdn.weatherapi.com/weather/64x64/day/317.png
Lublin,2017-07-12,26.0,14.0,23.1,11.2,0.9,7.4,66.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lublin,2017-12-12,11.5,5.7,8.9,32.8,0.4,9.8,76.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Kutno,2018-12-04,7.3,2.6,5.8,22.3,3.2,8.6,87.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Belchatow,2020-09-26,16.7,10.6,15.2,25.6,1.4,9.9,78.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Gostyn,2019-11-23,10.1,4.8,7.7,26.6,0.0,10.0,75.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2019-04-23,17.7,8.2,14.4,34.2,3.1,9.9,61.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Jarocin,2018-08-23,31.2,18.4,27.3,18.0,0.1,10.0,48.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lublin,2019-07-06,21.4,10.9,18.7,19.8,3.1,9.6,81.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2018-02-19,2.7,-1.2,0.8,8.3,0.2,10.0,71.0,0.0,Light snow showers,//cdn.weatherapi.com/weather/64x64/day/368.png
Jarocin,2019-05-01,17.3,5.7,13.5,18.4,5.7,9.6,69.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Lublin,2019-12-06,1.7,-2.4,0.1,25.6,0.0,10.0,74.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Wroclaw,2017-05-16,20.8,10.5,18.0,10.8,1.1,8.8,70.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2019-04-01,8.9,1.2,6.3,16.6,0.0,10.0,51.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Pleszew,2018-05-09,24.1,12.1,21.3,19.1,10.5,9.3,72.0,0.0,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png
Kutno,2017-10-16,20.5,12.5,16.9,16.9,0.0,10.0,79.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lublin,2020-03-17,11.3,3.9,8.7,17.3,0.1,10.0,68.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Wroclaw,2020-04-13,12.5,3.4,9.9,28.1,0.8,10.0,72.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2020-02-03,6.5,-0.4,5.3,21.2,10.7,8.9,91.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Pleszew,2019-01-03,0.5,-1.6,-0.5,35.3,0.7,7.4,58.0,0.0,Patchy moderate snow,//cdn.weatherapi.com/weather/64x64/day/329.png
Wroclaw,2018-07-27,28.8,19.2,26.2,14.4,8.3,9.1,72.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Kutno,2020-09-18,17.2,7.0,13.7,14.4,0.0,10.0,59.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Szczecin,2019-06-26,33.7,20.7,29.5,23.0,0.5,10.0,68.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2018-07-06,22.8,15.2,20.9,20.2,0.0,8.8,73.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Krotoszyn,2018-06-10,28.8,18.6,26.0,10.1,12.0,8.6,67.0,0.0,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png
Krotoszyn,2018-06-05,23.1,14.1,21.3,22.3,1.1,9.8,78.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2017-02-16,2.6,-1.9,0.6,11.9,0.0,7.0,90.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Lublin,2019-08-13,22.2,17.4,20.0,18.7,7.5,7.1,85.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2017-02-03,0.9,-3.9,-0.7,10.4,0.0,0.0,98.0,0.0,Freezing fog,//cdn.weatherapi.com/weather/64x64/day/260.png
Belchatow,2018-02-19,1.7,-1.5,0.1,13.3,0.0,10.0,67.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2016-10-30,11.1,5.3,8.2,18.4,0.0,10.0,78.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2020-11-30,2.0,-5.0,0.7,13.3,0.3,7.9,89.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Kutno,2018-01-18,2.3,-0.9,1.1,28.1,8.6,4.1,87.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Lodz,2018-01-29,8.1,5.5,7.7,37.4,2.7,7.8,84.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Rawicz,2020-04-30,18.0,6.3,14.8,18.4,4.5,7.7,79.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Rawicz,2019-07-28,29.9,16.7,26.8,18.0,0.2,9.0,66.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2018-11-01,17.3,10.1,14.2,26.3,0.0,10.0,65.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Rawicz,2019-12-28,1.9,-0.4,0.8,23.0,0.1,10.0,79.0,0.0,Light snow showers,//cdn.weatherapi.com/weather/64x64/day/368.png
Gostyn,2018-04-01,3.7,1.6,3.0,38.5,1.05,7.6,81.0,0.0,Blowing snow,//cdn.weatherapi.com/weather/64x64/day/227.png
Gostyn,2018-03-08,6.6,0.7,4.4,22.7,0.1,10.0,84.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lodz,2021-01-13,-0.6,-3.5,-0.9,21.6,3.4,5.4,93.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Lublin,2016-12-30,0.3,-2.0,-0.9,12.2,0.0,8.0,87.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Krotoszyn,2020-11-27,6.4,1.0,5.0,14.0,0.4,6.3,90.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Pleszew,2017-01-26,0.0,-4.4,-2.0,9.0,0.0,4.3,94.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Jarocin,2018-07-15,24.6,12.9,21.3,16.9,0.1,8.0,76.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2020-04-21,13.4,2.8,10.0,20.9,0.0,10.0,70.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Kutno,2018-04-07,15.3,2.2,11.4,22.0,0.0,10.0,57.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Wroclaw,2017-03-08,9.4,-0.4,5.9,13.3,0.0,8.0,79.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Pleszew,2018-03-17,-1.5,-4.9,-3.1,32.8,1.4,3.8,52.0,0.0,Blizzard,//cdn.weatherapi.com/weather/64x64/day/230.png
Plock,2016-10-10,10.2,6.1,8.3,10.1,1.2,6.0,88.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Jarocin,2017-05-24,13.4,10.4,12.0,24.8,9.4,8.4,91.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Krotoszyn,2021-01-10,-0.1,-1.7,-0.6,11.9,1.6,5.4,93.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Lodz,2020-02-22,7.9,0.4,4.8,34.9,0.0,10.0,67.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Krotoszyn,2021-01-05,3.0,-4.5,2.1,22.3,10.2,9.1,95.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Krotoszyn,2019-07-12,21.5,14.7,19.5,11.9,1.9,10.0,69.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2020-05-05,11.2,5.0,9.0,24.5,9.5,9.4,77.0,0.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png
Jarocin,2021-03-14,6.5,2.9,4.9,33.1,0.9,10.0,75.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2020-06-13,28.0,17.5,25.3,18.4,4.0,7.1,81.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Krotoszyn,2019-07-07,17.1,11.7,15.7,25.6,2.9,9.8,73.0,0.0,Patchy light rain,//cdn.weatherapi.com/weather/64x64/day/293.png
Kutno,2018-04-30,27.9,15.7,24.2,25.9,0.3,9.9,63.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Rawicz,2020-09-14,25.5,15.2,22.3,11.2,0.0,10.0,63.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Kutno,2019-02-28,10.4,4.1,7.9,32.0,0.0,10.0,72.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lodz,2019-02-18,9.4,2.9,6.8,9.4,0.0,10.0,72.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Wroclaw,2018-02-06,-0.2,-3.5,-2.2,13.0,0.0,10.0,51.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Pleszew,2017-02-19,4.2,-0.8,2.1,14.8,0.1,8.1,93.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Plock,2016-10-27,8.8,2.9,6.1,13.7,0.0,10.0,77.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Pleszew,2019-04-22,16.3,3.9,11.7,27.7,0.0,10.0,70.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Gostyn,2018-09-25,13.2,5.2,10.0,20.9,0.0,10.0,67.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2019-05-19,23.2,12.8,20.4,11.9,6.1,9.4,78.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Rawicz,2019-10-19,17.5,10.9,14.7,12.2,0.0,10.0,76.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2018-06-30,17.6,9.0,16.1,23.8,0.0,10.0,65.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Bialystok,2017-04-16,5.2,-1.4,3.3,18.4,6.1,7.0,84.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Bialystok,2017-04-03,15.9,8.8,13.0,13.0,0.4,9.0,79.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Rawicz,2020-06-01,17.9,8.1,15.4,22.3,0.0,10.0,72.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2020-01-08,4.4,-1.6,3.2,17.6,1.2,8.3,83.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Gostyn,2021-02-21,9.9,2.1,6.7,15.8,0.0,10.0,81.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2017-02-12,-5.0,-7.6,-6.0,20.9,0.2,9.4,93.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Lublin,2016-10-01,24.0,14.0,19.7,8.6,0.5,9.9,70.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Szczecin,2017-09-01,18.0,13.8,16.3,10.8,0.6,9.0,78.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Rawicz,2019-02-10,7.5,2.2,5.3,36.4,2.8,7.9,78.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Gostyn,2017-09-13,18.3,10.6,15.6,31.3,0.4,9.9,72.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Plock,2020-06-04,19.5,8.0,16.8,14.0,0.0,7.7,73.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Plock,2018-07-31,31.4,20.8,28.7,11.2,0.0,10.0,65.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Krotoszyn,2020-08-28,22.9,11.6,18.9,15.5,0.0,10.0,65.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2019-01-29,1.9,-2.6,-0.2,18.0,0.5,9.0,91.0,0.0,Light snow showers,//cdn.weatherapi.com/weather/64x64/day/368.png
Szczecin,2018-06-22,17.0,8.5,14.6,22.0,5.3,9.8,73.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Wroclaw,2018-04-18,21.2,9.2,18.0,10.1,0.0,10.0,68.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Pleszew,2017-04-07,8.1,4.1,7.1,16.6,2.6,6.9,93.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Belchatow,2016-12-21,1.7,-0.4,0.3,15.1,0.0,10.0,82.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Kutno,2017-10-21,14.7,10.0,12.5,15.5,1.4,9.8,83.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Pleszew,2021-01-08,-0.5,-6.9,-1.8,15.5,0.3,8.0,94.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Szczecin,2021-02-07,-5.4,-8.2,-6.5,29.9,0.0,10.0,66.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2016-12-28,4.4,0.4,2.0,14.4,0.0,10.0,88.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Pleszew,2020-05-02,15.6,8.3,13.1,21.2,2.3,8.6,77.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Lublin,2020-01-26,2.5,-0.9,1.5,11.5,0.3,9.0,77.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Wroclaw,2017-06-29,25.3,16.8,22.4,32.4,3.0,9.8,73.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Gostyn,2017-06-06,23.6,13.3,20.7,18.0,6.6,8.5,79.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Kutno,2020-10-03,22.4,12.6,18.9,28.8,1.4,8.9,74.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Lublin,2021-02-02,0.8,-7.8,-1.7,19.1,0.0,10.0,94.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Gostyn,2016-10-22,10.9,4.7,8.0,8.3,0.6,6.1,82.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Szczecin,2019-06-08,21.5,14.0,19.3,20.2,1.6,9.8,71.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Belchatow,2020-05-15,13.1,5.3,10.7,9.7,0.0,10.0,71.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Rawicz,2017-01-02,1.1,-1.7,-0.0,19.1,0.9,7.4,79.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Krotoszyn,2017-07-11,21.7,16.4,19.9,19.4,1.4,7.5,84.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Krotoszyn,2017-07-04,21.8,11.4,18.9,25.9,0.9,9.9,66.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Belchatow,2018-03-17,-2.5,-6.5,-4.0,32.4,1.1,5.9,72.0,0.0,Blizzard,//cdn.weatherapi.com/weather/64x64/day/230.png
